kind,pointer,name,tier,tier_label,equation,identifier,identifier_source,distinct_paper_count,is_review_only,rag_confidence,sources,quotes,flags,notes
entity,/entities/compounds/7,chorismate,A,DB-grounded,,7748,pathbank_compound_id,0,False,"0.6 (heuristic, not a probability)",enterobactin biosynthesis in Escherichia coli (seed_paper) -- (section unknown),,,stated in the uploaded seed paper; no retrieved paper corroborates it
entity,/entities/compounds/8,"2,3-dihydroxybenzoic acid",A,DB-grounded,,DB01672,drugbank,0,False,"0.6 (heuristic, not a probability)",enterobactin biosynthesis in Escherichia coli (seed_paper) -- (section unknown),,,stated in the uploaded seed paper; no retrieved paper corroborates it
entity,/entities/compounds/9,enterobactin,A,DB-grounded,,40793,pathbank_compound_id,0,False,"0.6 (heuristic, not a probability)",enterobactin biosynthesis in Escherichia coli (seed_paper) -- (section unknown),,,stated in the uploaded seed paper; no retrieved paper corroborates it
entity,/entities/compounds/10,pyruvate,A,DB-grounded,,108870,pathbank_compound_id,0,False,"0.6 (heuristic, not a probability)",enterobactin biosynthesis in Escherichia coli (seed_paper) -- (section unknown),,,stated in the uploaded seed paper; no retrieved paper corroborates it
entity,/entities/proteins/0,EntA,A,DB-grounded,,P15047,uniprot,0,False,"0.6 (heuristic, not a probability)",enterobactin biosynthesis in Escherichia coli (seed_paper) -- (section unknown),,,stated in the uploaded seed paper; no retrieved paper corroborates it
entity,/entities/proteins/1,EntB,A,DB-grounded,,P0ADI4,uniprot,0,False,"0.6 (heuristic, not a probability)",enterobactin biosynthesis in Escherichia coli (seed_paper) -- (section unknown),,,stated in the uploaded seed paper; no retrieved paper corroborates it
entity,/entities/proteins/2,EntC,A,DB-grounded,,P0AEJ2,uniprot,0,False,"0.6 (heuristic, not a probability)",enterobactin biosynthesis in Escherichia coli (seed_paper) -- (section unknown),,,stated in the uploaded seed paper; no retrieved paper corroborates it
entity,/entities/proteins/3,EntE,A,DB-grounded,,P10378,uniprot,0,False,"0.6 (heuristic, not a probability)",enterobactin biosynthesis in Escherichia coli (seed_paper) -- (section unknown),,,stated in the uploaded seed paper; no retrieved paper corroborates it
entity,/entities/proteins/4,EntF,A,DB-grounded,,P11454,uniprot,0,False,"0.6 (heuristic, not a probability)",enterobactin biosynthesis in Escherichia coli (seed_paper) -- (section unknown),,,stated in the uploaded seed paper; no retrieved paper corroborates it
entity,/processes/reactions/0/enzymes/0,EntC,A,DB-grounded,,P0AEJ2,uniprot,0,False,"0.6 (heuristic, not a probability)",enterobactin biosynthesis in Escherichia coli (seed_paper) -- (section unknown),,,stated in the uploaded seed paper; no retrieved paper corroborates it
entity,/processes/reactions/1/enzymes/0,EntB,A,DB-grounded,,P0ADI4,uniprot,0,False,"0.6 (heuristic, not a probability)",enterobactin biosynthesis in Escherichia coli (seed_paper) -- (section unknown),,,stated in the uploaded seed paper; no retrieved paper corroborates it
entity,/processes/reactions/2/enzymes/0,EntA,A,DB-grounded,,P15047,uniprot,0,False,"0.6 (heuristic, not a probability)",enterobactin biosynthesis in Escherichia coli (seed_paper) -- (section unknown),,,stated in the uploaded seed paper; no retrieved paper corroborates it
entity,/processes/reactions/3/enzymes/0,EntE,A,DB-grounded,,P10378,uniprot,0,False,"0.6 (heuristic, not a probability)",enterobactin biosynthesis in Escherichia coli (seed_paper) -- (section unknown),,,stated in the uploaded seed paper; no retrieved paper corroborates it
entity,/processes/reactions/4/enzymes/0,EntF,A,DB-grounded,,P11454,uniprot,0,False,"0.6 (heuristic, not a probability)",enterobactin biosynthesis in Escherichia coli (seed_paper) -- (section unknown),,,stated in the uploaded seed paper; no retrieved paper corroborates it
