kind,pointer,name,tier,tier_label,equation,identifier,identifier_source,distinct_paper_count,is_review_only,rag_confidence,sources,quotes,flags,notes
entity,/entities/proteins/6,LpxK,A,DB-grounded,,P27300,uniprot,0,False,"0.6 (heuristic, not a probability)",lipid A biosynthesis (Raetz pathway) in Escherichia coli (seed_paper) -- (section unknown),,,stated in the uploaded seed paper; no retrieved paper corroborates it
entity,/entities/proteins/7,LpxL,C,single-source (review),,,,0,False,"0.6 (heuristic, not a probability)",lipid A biosynthesis (Raetz pathway) in Escherichia coli (seed_paper) -- (section unknown),,(no code)@/entities/proteins/7,stated in the uploaded seed paper; no retrieved paper corroborates it
entity,/entities/proteins/8,LpxM,C,single-source (review),,,,0,False,"0.6 (heuristic, not a probability)",lipid A biosynthesis (Raetz pathway) in Escherichia coli (seed_paper) -- (section unknown),,(no code)@/entities/proteins/8,stated in the uploaded seed paper; no retrieved paper corroborates it
entity,/entities/proteins/9,MsbA,A,DB-grounded,,P60752,uniprot,0,False,"0.6 (heuristic, not a probability)",lipid A biosynthesis (Raetz pathway) in Escherichia coli (seed_paper) -- (section unknown),,(no code)@/entities/proteins/9,stated in the uploaded seed paper; no retrieved paper corroborates it
entity,/entities/proteins/10,PldA,A,DB-grounded,,P0A921,uniprot,0,False,"0.6 (heuristic, not a probability)",lipid A biosynthesis (Raetz pathway) in Escherichia coli (seed_paper) -- (section unknown),,(no code)@/entities/proteins/10,stated in the uploaded seed paper; no retrieved paper corroborates it
entity,/entities/proteins/11,WaaA,A,DB-grounded,,P0AC75,uniprot,0,False,"0.6 (heuristic, not a probability)",lipid A biosynthesis (Raetz pathway) in Escherichia coli (seed_paper) -- (section unknown),,,stated in the uploaded seed paper; no retrieved paper corroborates it
entity,/processes/reactions/0/enzymes/0,LpxK,A,DB-grounded,,P27300,uniprot,0,False,"0.6 (heuristic, not a probability)",lipid A biosynthesis (Raetz pathway) in Escherichia coli (seed_paper) -- (section unknown),,,stated in the uploaded seed paper; no retrieved paper corroborates it
entity,/processes/reactions/1/enzymes/0,WaaA,A,DB-grounded,,P0AC75,uniprot,0,False,"0.6 (heuristic, not a probability)",lipid A biosynthesis (Raetz pathway) in Escherichia coli (seed_paper) -- (section unknown),,,stated in the uploaded seed paper; no retrieved paper corroborates it
entity,/processes/reactions/2/enzymes/0,LpxL,C,single-source (review),,,,0,False,"0.6 (heuristic, not a probability)",lipid A biosynthesis (Raetz pathway) in Escherichia coli (seed_paper) -- (section unknown),,,stated in the uploaded seed paper; no retrieved paper corroborates it
entity,/processes/reactions/2/enzymes/1,LpxM,C,single-source (review),,,,0,False,"0.6 (heuristic, not a probability)",lipid A biosynthesis (Raetz pathway) in Escherichia coli (seed_paper) -- (section unknown),,,stated in the uploaded seed paper; no retrieved paper corroborates it
entity,/processes/reactions/3/enzymes/0,LpxA,A,DB-grounded,,P0A722,uniprot,0,False,"0.6 (heuristic, not a probability)",lipid A biosynthesis (Raetz pathway) in Escherichia coli (seed_paper) -- (section unknown),,,stated in the uploaded seed paper; no retrieved paper corroborates it
entity,/processes/reactions/4/enzymes/0,LpxC,A,DB-grounded,,P0A725,uniprot,0,False,"0.6 (heuristic, not a probability)",lipid A biosynthesis (Raetz pathway) in Escherichia coli (seed_paper) -- (section unknown),,,stated in the uploaded seed paper; no retrieved paper corroborates it
entity,/processes/reactions/5/enzymes/0,LpxD,A,DB-grounded,,P21645,uniprot,0,False,"0.6 (heuristic, not a probability)",lipid A biosynthesis (Raetz pathway) in Escherichia coli (seed_paper) -- (section unknown),,,stated in the uploaded seed paper; no retrieved paper corroborates it
entity,/processes/reactions/6/enzymes/0,LpxK,A,DB-grounded,,P27300,uniprot,0,False,"0.6 (heuristic, not a probability)",lipid A biosynthesis (Raetz pathway) in Escherichia coli (seed_paper) -- (section unknown),,,stated in the uploaded seed paper; no retrieved paper corroborates it
entity,/processes/reactions/7/enzymes/0,WaaA,A,DB-grounded,,P0AC75,uniprot,0,False,"0.6 (heuristic, not a probability)",lipid A biosynthesis (Raetz pathway) in Escherichia coli (seed_paper) -- (section unknown),,,stated in the uploaded seed paper; no retrieved paper corroborates it
entity,/processes/reactions/8/enzymes/0,LpxL,C,single-source (review),,,,0,False,"0.6 (heuristic, not a probability)",lipid A biosynthesis (Raetz pathway) in Escherichia coli (seed_paper) -- (section unknown),,,stated in the uploaded seed paper; no retrieved paper corroborates it
entity,/processes/reactions/9/enzymes/0,LpxM,C,single-source (review),,,,0,False,"0.6 (heuristic, not a probability)",lipid A biosynthesis (Raetz pathway) in Escherichia coli (seed_paper) -- (section unknown),,,stated in the uploaded seed paper; no retrieved paper corroborates it
entity,/processes/reactions/10/enzymes/0,FabZ,A,DB-grounded,,P0A6Q6,uniprot,0,False,"0.6 (heuristic, not a probability)",lipid A biosynthesis (Raetz pathway) in Escherichia coli (seed_paper) -- (section unknown),,,stated in the uploaded seed paper; no retrieved paper corroborates it
entity,/processes/reactions/10/enzymes/1,AcpT,A,DB-grounded,,P37623,uniprot,0,False,"0.6 (heuristic, not a probability)",lipid A biosynthesis (Raetz pathway) in Escherichia coli (seed_paper) -- (section unknown),,,stated in the uploaded seed paper; no retrieved paper corroborates it
entity,/processes/reactions/11/enzymes/0,MsbA,A,DB-grounded,,P60752,uniprot,0,False,"0.6 (heuristic, not a probability)",lipid A biosynthesis (Raetz pathway) in Escherichia coli (seed_paper) -- (section unknown),,,stated in the uploaded seed paper; no retrieved paper corroborates it
entity,/processes/reactions/12/enzymes/0,PldA,A,DB-grounded,,P0A921,uniprot,0,False,"0.6 (heuristic, not a probability)",lipid A biosynthesis (Raetz pathway) in Escherichia coli (seed_paper) -- (section unknown),,,stated in the uploaded seed paper; no retrieved paper corroborates it
entity,/processes/reactions/13/enzymes/0,FadD,A,DB-grounded,,P69451,uniprot,0,False,"0.6 (heuristic, not a probability)",lipid A biosynthesis (Raetz pathway) in Escherichia coli (seed_paper) -- (section unknown),,,stated in the uploaded seed paper; no retrieved paper corroborates it
